,id,imdbid,rating,title,year
2105,2313,99165,2,"Bonfire of the Vanities, The",1990
2106,5614,100911,3,"Welcome Home, Roxy Carmichael",1990
2107,5284,100758,2,Teenage Mutant Ninja Turtles,1990
2108,4574,99819,3,I love you to death,1990
2109,3524,100530,0,"Russia House, The",1990
2110,2442,99487,3,Edward Scissorhands,1990
2111,3561,100234,1,Close-Up,1990
2112,7426,142245,0,Dragon Ball Z: Bardock - The Father of Goku,1990
2113,6081,99012,3,Alice,1990
2114,8061,99674,3,"Godfather: Part III, The",1990
2115,5908,142233,1,Dragon Ball Z: The Movie - The Tree of Might,1990
2116,1130,99653,3,Ghost,1990
2117,796,100024,3,Life Is Sweet,1990
2118,2211,99685,3,Goodfellas,1990
2119,4807,99005,0,Air America,1990
2120,118,100802,1,Total Recall,1990
2121,5556,100054,0,Lord of the Flies,1990
2122,869,100263,3,Nikita,1990
2123,5581,100691,2,Stella,1990
2124,2296,99040,3,An Angel at My Table,1990
2125,533,100395,3,Postcards from the Edge,1990
2126,926,99731,3,"Handmaid&#39;s Tale, The",1990
2127,5347,99776,2,Europa Europa,1990
2128,6289,99321,3,Criminal Justice,1990
2129,6542,99938,3,Kindergarten Cop,1990
2130,4750,100150,0,Miller&#39;s Crossing,1990
2131,2942,99582,3,Flatliners,1990
2132,2242,99365,0,Darkman,1990
2133,3000,99810,1,"Hunt for Red October, The",1990
2134,5237,100502,1,RoboCop 2,1990
2135,2379,196378,3,Bimbos B.C.,1990
2136,5688,99871,1,Jacob&#39;s Ladder,1990
2137,1441,100332,3,Paris is Burning,1990
2138,2156,100405,3,Pretty Woman,1990
2139,3247,99733,3,Happily Ever After,1990
2140,6656,100557,3,"Nasty Girl (Das schreckliche M&auml;dchen), The",1990
2141,5777,100404,1,Presumed Innocent,1990
2142,7659,100519,1,Rosencrantz &amp; Guildenstern Are Dead,1990
2143,8043,99277,2,Class of 1999,1990
2144,8051,100477,1,"Rescuers Down Under, The",1990
2145,432,99785,3,Home Alone,1990
2146,3662,99817,0,Dark Angel (I Come in Peace),1990
2147,443,100140,3,Mermaids,1990
2148,459,100157,1,Misery,1990
2149,1173,100151,3,Mindwalk,1990
2150,5182,100403,2,Predator 2,1990
2151,3721,359610,3,A Little Night Music,1990
2152,1935,100928,1,White Hunter Black Heart,1990
2153,4174,102993,3,Strangers in Good Company,1990
2154,209,100944,3,"Witches, The",1990
2155,5301,97106,3,A Tale of Springtime,1990
2156,1663,100814,3,Tremors,1990
2157,5333,98532,3,"Match Factory Girl, The",1990
2158,1728,100990,3,"I, the Worst of All",1990
2159,3566,98147,3,Qin yong,1990
2160,5399,98897,3,Portrait of a Marriage,1990
2161,2820,99892,2,Joe Versus the Volcano,1990
2162,4706,99253,3,Child&#39;s Play 2,1990
2163,4719,105643,3,Troll 2,1990
2164,8584,100469,1,"Reflecting Skin, The",1990
2165,5776,100924,3,Where the Heart Is,1990
2166,7626,99348,1,Dances with Wolves,1990
2167,8021,99768,3,Hidden Agenda,1990
2168,6562,99329,3,Cry-Baby,1990
2169,8097,100142,3,Metropolitan,1990
2170,1846,102943,3,Slacker,1991
2171,467,102609,3,Other People's Money,1991
2172,3036,102817,0,Rubin and Ed,1991
2173,5638,101507,2,Boyz n the Hood,1991
2174,1297,101640,3,Raise the Red Lantern,1991
2175,5332,101318,1,"Lovers on the Bridge, The",1991
2176,266,103074,3,Thelma &amp; Louise,1991
2177,1346,101898,2,Flirting,1991
2178,2455,104057,3,Daughters of the Dust,1991
2179,3595,101272,3,"Addams Family, The",1991
2180,2846,102536,3,Night on Earth,1991
2181,1089,101745,1,Doc Hollywood,1991
2182,3987,102803,1,"Rocketeer, The",1991
2183,4358,104981,3,Neon City,1991
2184,7609,100491,0,Riff-Raff,1991
2185,5833,99422,1,Dick Tracy,1991
2186,1825,102510,1,"Naked Gun 2 1/2: The Smell of Fear, The",1991
2187,2913,101627,3,Critters 3,1991
2188,1579,102798,3,Robin Hood: Prince of Thieves,1991
2189,2637,101757,3,Don&#39;t Tell Mom the Babysitter&#39;s Dead,1991
2190,183,101414,3,Beauty and the Beast,1991
2191,913,102103,3,Impromptu,1991
2192,4577,102303,0,Life Stinks,1991
2193,2740,103060,3,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
2194,1697,103112,0,Toy Soldiers,1991
2195,4241,99851,3,Into The Woods,1991
2196,2785,101701,1,Delirious,1991
2197,3544,102070,3,Hudson Hawk,1991
2198,308,102587,3,Omohide poro poro,1991
2199,4666,102250,3,L.A. Story,1991
2200,710,103030,3,Tacones Lejanos,1991
2201,2491,101329,3,An American Tail: Fievel Goes West,1991
2202,2857,104922,1,Motorama,1991
2203,6335,102522,1,Nekromantik 2,1991
2204,6089,1125254,0,Dragon Ball Z: Cooler&#39;s Revenge,1991
2205,7938,101540,3,Cape Fear,1991
2206,7632,101912,1,Frankie and Johnny,1991
2207,3251,101452,1,Bill &amp; Ted&#39;s Bogus Journey,1991
2208,767,101921,3,Fried Green Tomatoes,1991
2209,1125,103247,1,White Fang,1991
2210,5133,100009,3,Lethal Games,1991
2211,3292,103241,2,What About Bob?,1991
2212,2216,102829,3,Salmonberries,1991
2213,847,103064,3,Terminator 2: Judgement Day,1991
2214,512,102685,0,Point Break,1991
2215,2315,101410,1,Barton Fink,1991
2216,5265,102492,3,My Girl,1991
2217,3058,102573,3,"Object of Beauty, The",1991
2218,4973,107875,3,"Princess and the Goblin, The",1991
2219,2408,102436,3,&#39;Merci la vie&#39;,1991
2220,3563,102059,1,Hot Shots!,1991
2221,1405,101889,3,"Fisher King, The",1991
2222,3592,102975,2,Star Trek VI: The Undiscovered Country,1991
2223,1429,101597,0,Closet Land,1991
2224,6371,102951,3,Soapdish,1991
2225,7172,101991,3,Hachi-gatsu no rapusodi,1991
2226,5814,101891,1,"Five Heartbeats, The",1991
2227,7655,102603,2,Oscar,1991
2228,4736,101829,0,Europa,1991
2229,32,102926,3,"Silence of the Lambs, The",1991
2230,2180,101765,3,"Double Life of Veronique, The",1991
2231,879,102898,3,Shakes the Clown,1991
2232,5260,102370,3,Madonna: Truth or Dare,1991
2233,2326,101465,1,Black Robe,1991
2234,5639,102313,3,"Linguini Incident, The",1991
2235,4631,101698,3,Defending Your Life,1991
2236,1033,102057,2,Hook,1991
2237,4290,102266,3,"Last Boy Scout, The",1991
2238,7365,101587,3,City Slickers,1991
2239,6028,101917,2,Freddy&#39;s Dead: The Final Nightmare,1991
2240,7146,102797,1,Robin Hood,1991
2241,7163,105121,3,"People Under the Stairs, The",1991
2242,7200,102138,3,JFK,1991
2243,7235,98063,3,Paprika,1991
2244,7650,102494,1,My Own Private Idaho,1991
2245,8062,102426,2,Mediterraneo,1991
2246,4731,105793,1,Wayne&#39;s World,1992
2247,3636,105151,3,"Player, The",1992
2248,450,104348,0,Glengarry Glen Ross,1992
2249,98,103639,0,Aladdin,1992
2250,1886,104815,0,El Mariachi,1992
2251,4837,104670,3,Ladybugs,1992
2252,5593,1517470,0,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,1992
2253,2349,105107,3,Passion Fish,1992
2254,4940,103772,1,Basic Instinct,1992
2255,3141,104036,2,"Crying Game, The",1992
2256,2504,105414,3,Single White Female,1992
2257,1101,104940,3,"Muppet Christmas Carol, The",1992
2258,18,105236,0,Reservoir Dogs,1992
2259,8583,104695,2,Leap of Faith,1992
2260,8622,104187,1,Encino Man,1992
2261,6702,105130,3,Peter&#39;s Friends,1992
2262,6090,142237,0,Dragon Ball Z: The Return of Cooler,1992
2263,8393,101628,1,Critters 4,1992
2264,1126,104868,1,"Mighty Ducks, The",1992
2265,4779,105477,2,Stop! Or My Mom Will Shoot,1992
2266,1869,104070,3,Death Becomes Her,1992
2267,1877,107756,2,Orlando,1992
2268,2628,104990,1,Newsies,1992
2269,1276,106308,2,Army of Darkness,1992
2270,5654,105435,1,Sneakers,1992
2271,4947,103874,3,Dracula,1992
2272,4952,104237,3,Damage,1992
2273,1345,104321,3,Gas Food Lodging,1992
2274,5005,103919,3,Candyman,1992
2275,296,103644,0,Alien 3,1992
2276,3556,100963,2,King of Beggars,1992
2277,2466,104697,3,Leaving Normal,1992
2278,2128,101811,3,Enchanted April,1992
2279,5425,105682,3,Un Coeur en Hiver,1992
2280,748,103893,3,Buffy the Vampire Slayer,1992
2281,7006,105695,3,Unforgiven,1992
2282,7031,104691,2,"Last of the Mohicans, The",1992
2283,6317,105415,2,Singles,1992
2284,8287,104779,3,Bitter Moon,1992
2285,6123,105265,2,A River Runs Through It,1992
2286,7245,104684,0,Hard Boiled,1992
2287,7640,104452,1,HouseSitter,1992
2288,1836,105629,3,Toys,1992
2289,4391,104797,3,Malcolm X,1992
2290,433,104431,3,Home Alone 2: Lost in New York,1992
2291,4782,103939,1,Chaplin,1992
2292,818,103850,1,Bob Roberts,1992
2293,4839,104040,3,"Cutting Edge, The",1992
2294,5241,104692,1,"Lawnmower Man, The",1992
2295,3414,104652,1,Porco Rosso (Kurenai no Buta),1992
2296,3787,105323,1,Scent of a Woman,1992
2297,560,104694,3,A League of Their Own,1992
2298,5318,103859,3,Boomerang,1992
2299,1352,105417,3,Sister Act,1992
2300,4999,104412,1,Hero,1992
2301,2432,105665,3,Twin Peaks: Fire Walk With Me,1992
2302,2457,105316,3,Sarafina!,1992
2303,3937,103767,0,Baraka,1992
2304,2506,105577,3,This is My Life,1992
2305,6397,104409,3,Hellraiser III: Hell on Earth,1992
2306,1157,104254,3,FernGully: The Last Rainforest,1992
2307,451,104257,1,A Few Good Men,1992
2308,1867,105851,1,Full Contact,1992
2309,5533,103812,3,"Bikini Carwash Company, The",1992
2310,1895,104952,1,My Cousin Vinny,1992
2311,4838,103994,3,Como agua para chocolate,1992
2312,4141,103873,3,Dead Alive,1992
2313,4903,104466,3,Husbands and Wives,1992
2314,2709,105481,3,Straight Talk,1992
2315,2415,104454,3,Howards End,1992
2316,1025,103776,0,Batman Returns,1992
2317,7179,105459,0,Split Second,1992
2318,7191,105616,3,Tom and Jerry: The Movie,1992
2319,6862,105859,3,Dragon Inn,1992
2320,7601,104298,1,Freddie as F.R.O.7.,1992
2321,4422,108255,3,Super Mario Bros.,1993
2322,3330,106417,3,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),1993
2323,3704,106400,3,"Beverly Hillbillies, The",1993
2324,861,106677,3,Dazed and Confused,1993
2325,3396,108451,3,Untamed Heart,1993
2326,3761,107943,1,"Remains of the Day, The",1993
2327,5243,106453,3,Body of Evidence,1993
2328,558,108432,3,Umi ga kikoeru,1993
2329,1637,104246,2,Fei hu wai zhuan,1993
2330,1666,106689,3,Death Train,1993
2331,5316,108122,3,Short Cuts,1993
2332,3123,107091,2,Heart and Souls,1993
2333,5065,107212,3,Indian Summer,1993
2334,727,108265,1,Swing Kids,1993
2335,1790,106834,3,Even Cowgirls Get The Blues,1993
2336,2492,107745,3,Once Upon a Forest,1993
2337,1097,108442,1,Undercover Blues,1993
2338,6349,108399,1,True Romance,1993
2339,8652,107096,2,Heaven &amp; Earth,1993
2340,6474,106918,3,"Firm, The",1993
2341,7209,142247,1,Dragon Ball Z: The History of Trunks,1993
2342,7277,107798,3,"Pelican Brief, The",1993
2343,2182,108388,1,"Trial, The",1993
2344,1497,108052,3,Schindler&#39;s List,1993
2345,109,107290,3,Jurassic Park,1993
2346,3715,107065,3,Gypsy,1993
2347,114,107048,2,Groundhog Day,1993
2348,852,108000,3,Ruby in Paradise,1993
2349,5238,107978,3,RoboCop 3,1993
2350,4917,107007,0,Gettysburg,1993
2351,984,108394,3,Three Colors: Blue,1993
2352,1353,108147,3,Sister Act 2: Back in the Habit,1993
2353,5725,106408,3,Bhaji on the Beach,1993
2354,3921,115819,0,Cannibal! The Musical,1993
2355,3176,311648,3,Pieces of April,1993
2356,3180,108358,3,Tombstone,1993
2357,1067,107977,3,Robin Hood: Men in Tights,1993
2358,4337,107214,0,Indien,1993
2359,1434,108071,3,"Secret Garden, The",1993
2360,1088,107131,1,Homeward Bound: The Incredible Journey,1993
2361,7514,107207,2,In the Name of the Father,1993
2362,7526,108551,3,What&#39;s Love Got to Do with It,1993
2363,6076,108162,3,Sliver,1993
2364,5919,107818,2,Philadelphia,1993
2365,2892,107426,1,Little Buddha,1993
2366,1133,106673,3,Dave,1993
2367,2543,107688,1,"Nightmare Before Christmas, The",1993
2368,1856,106873,3,Fatal Instinct,1993
2369,2916,106977,2,"Fugitive, The",1993
2370,810,107507,3,Manhattan Murder Mystery,1993
2371,2230,107822,3,"Piano, The",1993
2372,5521,106452,3,Body Snatchers,1993
2373,1195,107156,3,"Wedding Banquet, The",1993
2374,117,106697,0,Demolition Man,1993
2375,3369,106582,1,Cliffhanger,1993
2376,5580,107969,1,Rising Sun,1993
2377,1940,112389,0,"Princess and the Cobbler, The",1993
2378,1602,106611,1,Cool Runnings,1993
2379,556,108160,2,Sleepless in Seattle,1993
2380,5665,106469,0,"Blood In, Blood Out",1993
2381,4636,106598,3,Coneheads,1993
2382,5083,106770,3,Dragon: The Bruce Lee Story,1993
2383,8148,107840,3,Poetic Justice,1993
2384,7055,106303,1,Arctic Blue,1993
2385,7840,107151,3,La casa de los esp&iacute;ritus,1993
2386,6492,108550,3,What&#39;s Eating Gilbert Grape,1993
2387,7611,107808,1,A perfect world,1993
2388,7619,106387,1,Benny &amp; Joon,1993
2389,6173,107144,3,Hot Shots! Part Deux,1993
2390,6215,106332,0,Farewell My Concubine,1993
2391,7667,107206,1,In the Line of Fire,1993
2392,436,107614,3,Mrs. Doubtfire,1993
2393,1517,106471,1,Boxing Helena,1993
2394,3692,108624,3,"Evil Cult, The",1993
2395,3336,108065,0,Searching for Bobby Fischer,1993
2396,3405,105619,3,"Heroic Trio, The",1993
2397,4877,106364,0,Batman: Mask of the Phantasm,1993
2398,543,107843,3,Point of No Return/The Assassin,1993
2399,899,108037,0,"Sandlot, The",1993
2400,5285,107099,3,Heidi,1993
2401,4555,108310,3,Telling Secrets,1993
2402,587,107120,3,Hocus Pocus,1993
2403,950,106341,1,Bad Boy Bubby,1993
2404,3088,107282,3,"Joy Luck Club, The",1993
2405,3097,106226,3,"Age of Innocence, The",1993
2406,3550,107653,3,Naked,1993
2407,2847,108188,0,Sonatine,1993
2408,1436,106220,3,Addams Family Values,1993
2409,7418,107492,1,"Making of &#39;...And God Spoke&#39;, The",1993
2410,6844,107529,1,Matinee,1993
2411,7260,170817,3,&quot;The X-Files&quot; Pilot,1993
2412,7642,107211,0,Indecent Proposal,1993
2413,7272,106449,1,Body Bags,1993
2414,7699,107315,3,Kika,1993
2415,8552,107501,1,"Man Without a Face, The",1993
2416,8568,107566,3,Mi vida loca,1993
2417,1826,110622,2,Naked Gun 33 1/3: The Final Insult,1994
2418,3657,110524,0,Getting Any?,1994
2419,1850,109254,0,Beverly Hills Cop III,1994
2420,2972,109440,3,Fear City: A Family-Style Comedy,1994
2421,1914,110857,1,Police Academy: Mission to Moscow,1994
2422,5206,113409,1,In the Mouth of Madness,1994
2423,4841,110322,3,Legends of the Fall,1994
2424,1571,109093,3,Amateur,1994
2425,4112,111001,3,"Road to Wellville, The",1994
2426,4869,111549,3,Uncovered,1994
2427,890,109686,2,Dumb &amp; Dumber,1994
2428,3044,111470,3,Trading Mom,1994
2429,574,111438,1,Timecop,1994
2430,3104,110308,1,"Last Seduction, The",1994
2431,4602,111205,3,Sister My Sister,1994
2432,4618,111280,3,Star Trek Generations,1994
2433,3162,109770,1,"Fantastic Four, The",1994
2434,5738,109813,3,"Flintstones, The",1994
2435,2121,111797,3,Eat Drink Man Woman,1994
2436,4326,110054,3,Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,1994
2437,1786,109198,3,Bad Girls,1994
2438,3973,111333,1,"Swan Princess, The",1994
2439,7032,109699,3,Dias contados,1994
2440,7935,110297,3,Lakota Woman: Siege at Wounded Knee,1994
2441,6154,110958,1,See How They Fall,1994
2442,7263,110099,0,I.Q.,1994
2443,776,109830,1,Forrest Gump,1994
2444,441,109040,2,Ace Ventura: Pet Detective,1994
2445,4421,110169,3,It&#39;s Pat,1994
2446,5189,109849,3,Frit&auml;nkaren,1994
2447,1208,110763,1,"Pagemaster, The",1994
2448,860,110950,3,Reality Bites,1994
2449,537,108941,3,"Stand, The",1994
2450,3788,111255,1,"Specialist, The",1994
2451,3431,110722,0,Oleanna,1994
2452,960,110367,3,Little Women,1994
2453,261,110008,1,Heisei tanuki gassen pompoko,1994
2454,4645,109275,3,Birds 2: Land&#39;s End,1994
2455,1755,110413,3,"Professional, The",1994
2456,1051,111070,1,"Santa Clause, The",1994
2457,4717,109791,1,Felidae,1994
2458,8592,5818818,3,Die gottliche Ordnung,1994
2459,6477,111127,3,Serial Mom,1994
2460,5890,111751,3,Wrony,1994
2461,2535,111143,0,"Shadow, The",1994
2462,440,111257,3,Speed,1994
2463,2210,110521,3,Mina Tannenbaum,1994
2464,91,110912,3,Pulp Fiction,1994
2465,100,110357,1,"Lion King, The",1994
2466,1535,109446,3,"Client, The",1994
2467,488,109445,1,Clerks.,1994
2468,1920,109707,3,Ed Wood,1994
2469,3004,109306,3,Blue Sky,1994
2470,3008,110171,3,J&#39;ai pas sommeil,1994
2471,4515,111507,1,Three Colors: White,1994
2472,3820,109506,3,"Crow, The",1994
2473,3062,110074,1,"Hudsucker Proxy, The",1994
2474,959,111282,1,Stargate,1994
2475,3840,109484,3,"Corrina, Corrina",1994
2476,3106,111800,2,Wing Chun,1994
2477,5334,109144,1,A.P.E.X.,1994
2478,3522,111301,3,Street Fighter,1994
2479,1734,124829,3,Pat and Margaret,1994
2480,3179,110091,3,I Like It Like That,1994
2481,1066,107952,0,"Return of Jafar, The",1994
2482,1788,109913,3,Go Fish,1994
2483,2852,110889,3,Priest,1994
2484,3243,110678,0,No Escape,1994
2485,6029,111686,3,New Nightmare,1994
2486,7160,109520,1,D2: The Mighty Ducks,1994
2487,7933,111512,3,"Legend of Drunken Master, The",1994
2488,7211,109579,0,Death and the Maiden,1994
2489,7972,110236,0,Kan du vissla Johanna?,1994
2490,8460,111201,3,Sirens,1994
2491,8004,111033,3,Runaway Daughters,1994
2492,7643,110167,1,It Could Happen to You,1994
2493,6981,109279,3,Black Beauty,1994
2494,5459,110632,3,Natural Born Killers,1994
2495,1128,109127,1,Angels in the Outfield,1994
2496,2209,110598,3,Muriel&#39;s Wedding,1994
2497,4056,109424,1,Chungking Express,1994
2498,3331,109277,3,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),1994
2499,120,110148,1,Interview with the Vampire,1994
2500,567,110005,3,Heavenly Creatures,1994
2501,571,109676,2,Drop Zone,1994
2502,4920,109327,1,Brainscan,1994
2503,2350,109504,3,Crooklyn,1994
2504,4954,110932,2,Quiz Show,1994
2505,3501,109045,3,"Adventures of Priscilla, Queen of the Desert, The",1994
2506,5341,109068,1,Airheads,1994
2507,3133,109900,3,Giorgino,1994
2508,339,111161,0,"Shawshank Redemption, The",1994
2509,4697,110475,1,"Mask, The",1994
2510,5078,109456,3,Color of Night,1994
2511,1098,111503,3,True Lies,1994
2512,6451,109831,3,Four Weddings and a Funeral,1994
2513,8446,111112,3,"Secret of Roan Inish, The",1994
2514,8494,3289712,3,Jenny&#39;s Wedding,1994
2515,7295,109644,1,Don&#39;t Drink the Water,1994
2516,5909,110366,2,"Little Rascals, The",1994
2517,54,114814,1,"Usual Suspects, The",1995
2518,3298,112913,1,Fallen Angels,1995
2519,2914,113957,3,"Net, The",1995
2520,1160,113198,2,A Goofy Movie,1995
2521,2573,109370,1,Canadian Bacon,1995
2522,2931,113416,3,"Incredibly True Adventures of Two Girls in Love, The",1995
2523,106,112642,3,Casper,1995
2524,110,114069,3,Outbreak,1995
2525,1563,112130,3,Pride and Prejudice,1995
2526,147,112864,1,Die Hard: With a Vengeance,1995
2527,163,112950,3,Empire Records,1995
2528,3027,114395,3,Serving in Silence,1995
2529,184,112508,1,Billy Madison,1995
2530,4902,112715,0,Congo,1995
2531,566,114436,3,Showgirls,1995
2532,4169,114508,3,Species,1995
2533,2684,112288,3,"Addiction, The",1995
2534,5655,142243,2,Dragon Ball Z: Wrath of the Dragon,1995
2535,4247,114214,3,"Quick and the Dead, The",1995
2536,5710,112281,0,Ace Ventura: When Nature Calls,1995
2537,2060,112384,3,Apollo 13,1995
2538,2422,112604,3,Butterfly Kiss,1995
2539,659,113568,0,K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),1995
2540,1024,112462,1,Batman Forever,1995
2541,1032,114924,3,While You Were Sleeping,1995
2542,1435,113670,3,A little princess,1995
2543,749,112697,3,Clueless,1995
2544,7364,112431,3,Babe,1995
2545,7791,113118,2,Friday,1995
2546,7547,114852,3,Village of the Damned,1995
2547,5812,112819,3,Dead Presidents,1995
2548,5816,113071,2,First Knight,1995
2549,8539,114702,1,Total Eclipse,1995
2550,7702,113083,3,La flor de mi secreto,1995
2551,4020,112471,0,Before Sunrise,1995
2552,97,113243,2,Hackers,1995
2553,489,113749,2,Mallrats,1995
2554,3370,113820,3,Mighty Morphin Power Rangers: The Movie,1995
2555,5596,112682,3,"City of Lost Children, The",1995
2556,897,114011,3,Now and Then,1995
2557,905,112679,3,Circle of Friends,1995
2558,569,114614,3,Tank Girl,1995
2559,207,114148,3,Pocahontas,1995
2560,3090,112435,3,"Baby-Sitters Club, The",1995
2561,637,112701,3,Cold Comfort Farm,1995
2562,2071,112571,3,Boys on the Side,1995
2563,1031,112453,2,Balto,1995
2564,2100,112722,3,Copycat,1995
2565,2835,113326,1,Rumble in the Bronx (Hung fan kui),1995
2566,5084,112896,3,Dracula: Dead and Loving It,1995
2567,7073,113918,3,Nadie hablara de nosotras cuando hayamos muerto,1995
2568,7568,114689,3,Catnapped! The Movie,1995
2569,5823,113305,3,Higher Learning,1995
2570,8526,112461,1,"Basketball Diaries, The",1995
2571,6251,113189,3,GoldenEye,1995
2572,6625,112851,1,Desperado,1995
2573,3267,114108,2,"Pebble and the Penguin, The",1995
2574,87,114709,1,Toy Story,1995
2575,3332,112513,3,"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",1995
2576,2303,114898,2,Waterworld,1995
2577,4904,113321,3,Home for the holidays,1995
2578,2690,112651,3,"Celluloid Closet, The",1995
2579,205,112573,2,Braveheart,1995
2580,1643,114319,3,Sabrina,1995
2581,947,114916,3,When Night is Falling,1995
2582,955,113855,1,Mortal Kombat,1995
2583,640,113347,3,How to Make an American Quilt,1995
2584,287,113824,3,Mimi wo sumaseba (Whisper of the Heart),1995
2585,5728,112870,3,Dilwale Dulhania Le Jayenge,1995
2586,4640,112401,1,Assassins,1995
2587,675,114558,3,Strange Days,1995
2588,4678,113725,3,Maborosi,1995
2589,1433,113188,3,Gold Diggers: The Secret of Bear Mountain,1995
2590,7388,112922,3,El dia de la bestia,1995
2591,7651,113972,3,Nick of Time,1995
2592,7663,114671,1,Land and Freedom,1995
2593,2163,114682,3,"To Wong Foo, Thanks for Everything! Julie Newmar",1995
2594,2882,112792,3,Dangerous Minds,1995
2595,4749,114787,1,Underground,1995
2596,1132,113117,2,French Kiss,1995
2597,69,114369,1,Se7en,1995
2598,2220,112641,2,Casino,1995
2599,3684,112346,3,"American President, The",1995
2600,4791,112040,3,"Langoliers, The",1995
2601,5199,235133,1,Ringu Kanzenban,1995
2602,3801,113497,3,Jumanji,1995
2603,2366,114323,3,Safe,1995
2604,5317,112857,1,Devil in a Blue Dress,1995
2605,974,114906,3,Welcome to the Dollhouse,1995
2606,982,112379,3,Antonia&#39;s Line,1995
2607,2394,109642,3,Dolores Claiborne,1995
2608,986,113101,3,Four rooms,1995
2609,3877,113247,0,La Haine,1995
2610,267,114388,3,Sense and Sensibility,1995
2611,3142,114117,3,Persuasion,1995
2612,294,112579,3,"Bridges of Madison County, The",1995
2613,1037,113277,2,Heat,1995
2614,1065,115491,1,Aladdin and the King of Thieves,1995
2615,2864,114746,1,Twelve Monkeys,1995
2616,7805,114694,3,Tommy Boy,1995
2617,7892,113492,3,Judge Dredd,1995
2618,7566,113221,3,Grim,1995
2619,5771,113540,3,Kids,1995
2620,8442,113737,1,Magic in the Water,1995
2621,8451,112818,3,Dead Man Walking,1995
2622,6544,114057,2,Othello,1995
2623,6912,114095,3,Party Girl,1995
2624,1818,117765,3,Striptease,1996
2625,2885,117718,3,"Spitfire Grill, The",1996
2626,431,115759,0,Broken Arrow,1996
2627,435,117705,1,Space Jam,1996
2628,2208,116442,3,Grace of my heart,1996
2629,1156,115963,3,"Craft, The",1996
2630,3679,116365,3,"Frighteners, The",1996
2631,1874,115133,3,Charlot og Charlotte,1996
2632,1172,115433,3,101 Dalmatians,1996
2633,4482,117968,2,Three Lives and Only One Death,1996
2634,4859,116260,3,Eye for an Eye,1996
2635,1233,116477,1,Hamlet,1996
2636,3023,117887,3,That Thing You Do!,1996
2637,3822,116778,1,Kingpin,1996
2638,977,116418,3,Girls Town,1996
2639,981,116353,3,Foxfire,1996
2640,5698,115640,3,Beautiful Thing,1996
2641,3553,116426,1,"God of Cookery, The",1996
2642,1411,117589,3,Secrets &amp; Lies,1996
2643,2154,117603,3,Set It Off,1996
2644,6738,115994,3,Curdled,1996
2645,6754,115650,3,La belle verte,1996
2646,6943,117991,3,Twelfth Night or What You Will,1996
2647,8057,116999,3,Marvin&#39;s Room,1996
2648,5883,117737,3,Stealing Beauty,1996
2649,7352,117665,1,Sleepers,1996
2650,8124,237765,0,Sonic the Hedgehog: The Movie,1996
2651,760,116493,3,Harriet the Spy,1996
2652,5125,116985,3,Manny &amp; Lo,1996
2653,445,117060,1,Mission: Impossible,1996
2654,449,115798,1,"Cable Guy, The",1996
2655,4425,117534,3,Sabrina the Teenage Witch,1996
2656,4067,117509,3,Romeo + Juliet,1996
2657,3703,116767,3,Kids Return,1996
2658,3383,115591,3,August,1996
2659,525,117420,0,"Quest, The",1996
2660,881,116308,3,Fire,1996
2661,5266,116514,1,Hellraiser: Bloodline,1996
2662,3059,118113,3,Walking and Talking,1996
2663,5295,116905,2,Lone Star,1996
2664,3081,115639,3,Beautiful Girls,1996
2665,1340,116908,3,"Long Kiss Goodnight, The",1996
2666,5343,313773,0,Welcome to the Discworld,1996
2667,4621,116996,3,Mars Attacks!,1996
2668,1722,116705,1,Jingle All the Way,1996
2669,2449,116209,3,"English Patient, The",1996
2670,5413,117802,2,Swingers,1996
2671,369,117008,3,Matilda,1996
2672,4353,116287,3,Fear,1996
2673,5932,117876,3,Tenchi Muy&ocirc;! In Love,1996
2674,8208,116830,1,Last Man Standing,1996
2675,8638,115438,3,2 Days in the Valley,1996
2676,6441,117128,1,Mystery Science Theater 3000: The Movie,1996
2677,5778,116041,3,"Daytrippers, The",1996
2678,5786,118111,3,Waiting for Guffman,1996
2679,7644,116669,2,Jack,1996
2680,38,117500,1,"Rock, The",1996
2681,1129,117110,1,Muppet Treasure Island,1996
2682,1852,116282,2,Fargo,1996
2683,5493,115641,1,Beavis and Butt-Head Do America,1996
2684,444,116629,3,Independence Day,1996
2685,448,116367,1,From Dusk Till Dawn,1996
2686,4778,116277,1,"Fan, The",1996
2687,2221,116191,3,Emma,1996
2688,2937,117057,3,"Mirror Has Two Faces, The",1996
2689,4831,116650,3,Irma Vep,1996
2690,5551,115964,3,Crash,1996
2691,129,117723,1,Spy Hard,1996
2692,1569,116329,3,Fly Away Home,1996
2693,137,117951,2,Trainspotting,1996
2694,3402,117731,3,Star Trek: First Contact,1996
2695,3410,116421,1,"Glimmer Man, The",1996
